District_Code,State_Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Scheduled_Caste,Scheduled_Tribe,Workers_Total,Workers_Male,Workers_Female,Workers_Main,Workers_Marginal,Non_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Households_LPG_PNG,Households_Electric_Lighting,Households_Internet,Households_Computer,Households_Rural,Households_Urban,Households_Total,Education_Literate,Education_Illiterate,Education_Total,Age_0_29,Age_30_49,Age_50_plus,Households_Bicycle,Households_Car,Households_Two_Wheeler,Households_Phone,Households_TV,Households_Bathroom,Households_Toilet,State,District,Latitude,Longitude,Sex_Ratio,Literacy_Rate
426,MADHYA PRADESH,1016520,533480,483040,552559,332140,220419,207990,170879,431998,275375,156623,276633,155365,584522,974748,35214,418,186,37,4734,13285,76097,653,8501,256744,32179,288923,557003,427997,985000,635347,235035,144827,96258,2219,18488,82991,30800,46827,23811,Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,905.451000974732,54.35790737024357
427,MADHYA PRADESH,2378458,1256257,1122201,1545719,908607,637112,501630,221936,1006035,682077,323958,779093,226942,1372423,2198297,103480,5580,4146,991,62992,68482,366494,4546,24811,448408,165507,613915,1554882,711804,2266686,1470688,569166,335432,174324,11291,71201,213013,160622,251779,127876,Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,893.2893508255079,64.98828232409402
428,MADHYA PRADESH,1264219,661873,602346,747715,445737,301978,246337,166295,574595,367711,206884,389993,184602,689624,1186420,47966,1681,1096,119,25005,23270,187731,1432,10504,303387,66514,369901,771117,469038,1240155,768929,312593,181403,116361,3031,28333,104780,66044,90156,43355,Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,910.0628066109359,59.1444203891889
429,MADHYA PRADESH,2228935,1157495,1071440,1371781,801051,570730,398569,319975,911349,590487,320862,612510,298839,1317586,2158623,59471,2228,1163,364,3135,55196,294702,3754,22751,461831,114173,576004,1450133,715509,2165642,1365647,535086,326049,251079,9401,64484,212078,117176,120969,142613,Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,925.6541064972203,61.54423525136444
430,MADHYA PRADESH,2365106,1225100,1140006,1441757,845572,596185,383508,311985,991946,617184,374762,630251,361695,1373160,2268838,85414,1964,832,986,655,45180,251132,3406,31194,523910,94489,618399,1508142,766166,2274308,1460075,540235,362228,302445,11833,67856,237937,109351,113424,126470,Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,930.5411803118113,60.959508791572134
431,MADHYA PRADESH,644758,330674,314084,356672,210907,145765,58147,300687,289691,175698,113993,138600,151091,355067,620515,15966,667,190,70,220,12713,67975,839,6360,138100,29966,168066,351218,230782,582000,403030,158140,82984,66004,1873,14918,39260,22502,23450,19781,Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,949.829741679116,55.318739744214106
432,MADHYA PRADESH,826067,422653,403414,508834,307889,200945,111162,71441,418682,245708,172974,358500,60182,407385,741288,67324,1508,1110,224,14165,34666,145258,1945,8342,174235,67962,242197,519073,289113,808186,476995,217403,131227,84293,4498,47549,105328,73279,81157,46190,Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,954.4803893501288,61.59718279510016
433,MADHYA PRADESH,1340411,682851,657560,834591,502898,331693,249024,33092,679723,397714,282009,535066,144657,660688,1192588,125548,1120,849,242,19029,47723,239885,2324,12507,302287,81832,384119,855816,467002,1322818,781000,346861,211815,123272,5435,62695,166980,109904,137166,68287,Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,962.9626375300029,62.26381311403741
434,MADHYA PRADESH,1455069,738241,716828,825880,485090,340790,198612,409865,690980,411446,279534,471139,219841,764089,1267043,151071,3996,1353,175,29353,67830,213825,3644,14905,266716,107151,373867,819266,622153,1441419,876905,363858,213560,106605,5757,67819,146318,107463,151425,96263,Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,970.9945668149019,56.75882037209232
435,MADHYA PRADESH,1986864,1016289,970575,1240990,730817,510173,523869,48730,897442,569425,328017,682115,215327,1089422,1718204,233133,4659,3241,945,24622,123526,323379,7501,27733,300765,188684,489449,1148280,659279,1807559,1156749,508302,320502,163671,12167,107407,248508,181659,260973,165304,Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,955.0187003893577,62.45973554304673
436,MADHYA PRADESH,1512681,780520,732161,894612,543509,351103,353914,37836,717871,431857,286014,508833,209038,794810,1321003,174724,815,631,179,13755,32204,232735,1382,10797,312611,73997,386608,890916,544791,1435707,901161,369741,240768,105728,4200,49847,160720,88946,164788,68975,Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,938.0425869932866,59.14082347831433
437,MADHYA PRADESH,1563715,805359,758356,925369,550716,374653,292007,272701,742676,451501,291175,528526,214150,821039,1376591,174259,2355,2330,382,6497,59521,270457,3518,16523,274995,101014,376009,897959,565365,1463324,943954,388648,230280,117794,9017,77281,168269,124826,193157,112895,Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,941.6372077545542,59.17759949862986
438,MADHYA PRADESH,2185793,1112725,1073068,1077338,638479,438859,145436,1222814,1027974,597079,430895,783019,244955,1157819,2051219,116202,2261,1607,328,12199,75637,349639,2388,18626,412348,103364,515712,978149,1021851,2000000,1377326,533243,273050,114497,8080,85477,183741,123750,198890,126246,Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,964.3604664225213,49.28819883676084
439,MADHYA PRADESH,3276697,1699627,1577070,2309130,1289631,1019499,545239,217679,1268195,939055,329140,1137251,130944,2008502,2728225,415142,18523,25696,11496,71667,417170,593576,48691,111478,200371,587947,788318,2366526,718174,3084700,1877270,894464,493096,318881,64865,286973,479762,464337,545277,480633,Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,927.8918256770456,70.47127030665331
441,MADHYA PRADESH,1385881,699340,686541,549926,313642,236284,87991,962145,653897,365928,287969,525791,128106,731984,1318869,58222,2967,2361,416,2289,30115,181139,1158,8516,250358,48912,299270,503604,825034,1328638,923665,302833,158594,51163,3102,31152,70169,48847,95231,45979,Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,981.6984585466296,39.68060749804636
442,MADHYA PRADESH,1545814,790212,755602,804245,488797,315448,295718,53751,745603,429768,315835,471773,273830,800211,1433879,106928,1243,460,121,1599,30688,231130,1611,12718,331894,69823,401717,742583,706958,1449541,935230,363218,246447,85879,4185,46026,150010,76942,146783,54463,Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,956.201626905185,52.0272814193687
443,MADHYA PRADESH,1458875,769568,689307,862918,512344,350574,292144,67603,550402,401583,148819,397283,153119,908473,1287391,149548,1313,914,295,18490,41617,181510,1926,12888,292579,83830,376409,816456,512311,1328767,919239,335690,203005,70884,5682,55126,150643,96565,190365,73505,Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,895.7064223044617,59.1495501670808
444,MADHYA PRADESH,2371061,1236130,1134931,1660690,920314,740376,357516,69429,867457,644960,222497,706036,161421,1503604,1755861,525434,23432,10789,21688,25950,281442,452912,40788,94729,118893,581826,700719,1506450,462581,1969031,1405814,625594,330291,159808,60383,213130,353909,339750,420371,352351,Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,918.1323970779772,70.03995257819179
445,MADHYA PRADESH,1311332,683743,627589,780362,469208,311154,271281,145512,586087,364559,221528,372150,213937,725245,1163607,137980,1404,640,357,6232,30868,212138,1566,11166,270427,59220,329647,765195,508396,1273591,817608,305605,187611,82644,6041,60435,141356,100011,144152,80229,Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,917.872650981436,59.509109821158944
446,MADHYA PRADESH,1331597,700358,631239,820220,479093,341127,225891,205006,517838,370366,147472,370241,147597,813759,1195235,120331,1725,2262,253,10637,34499,194373,1141,9931,251272,74441,325713,832809,444877,1277686,832939,316319,181524,64233,6017,48130,133315,87258,153849,82664,Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,901.3090448028008,61.59671432122481
447,MADHYA PRADESH,1575362,799236,776126,939769,529783,409986,159296,667018,786980,453887,333093,511287,275693,788382,1505745,37590,3271,1078,9651,3759,45270,230974,2109,13755,318945,87704,406649,982706,603098,1585804,938819,392728,242592,114524,5740,59230,121106,94586,184872,81190,Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,971.0848860661932,59.654162027521295
448,MADHYA PRADESH,570465,294838,275627,352550,203807,148743,92865,159678,230979,156852,74127,163781,67198,339486,527462,38640,683,676,93,1573,22174,95066,986,5376,112714,31845,144559,347639,177731,525370,347774,138882,83417,29025,3556,30952,63615,45661,71326,51766,Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,934.8421845216695,61.80046102740746
449,MADHYA PRADESH,1241350,648725,592625,810644,469199,341445,205007,197300,478082,345435,132647,361648,116434,763268,1175203,52269,4453,3127,1550,3888,61415,198076,2871,14456,209650,105746,315396,791254,344492,1135746,730768,318232,191501,106654,7335,67460,138517,112371,166373,122069,Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,913.5226791013141,65.3034196640754
450,MADHYA PRADESH,1292042,662013,630029,790773,460583,330190,155717,317699,543874,348410,195464,316144,227730,748168,1240650,37232,3158,1167,157,5342,38086,172416,2179,13094,276151,72880,349031,820953,465374,1286327,778414,326582,185857,133962,3958,35359,100862,76207,74604,56180,Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,951.6867493538647,61.20335097465872
451,MADHYA PRADESH,2463289,1277278,1186011,1756468,980307,776161,348029,375231,1005624,705970,299654,744287,261337,1457665,2159065,203652,23142,13256,4320,33728,192581,452023,20443,58601,272284,352477,624761,1685390,540029,2225419,1387369,679185,391903,271469,26487,154678,274726,285248,326960,286802,Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,928.5457042241392,71.30580293258323
453,MADHYA PRADESH,704524,351913,352611,378714,222759,155955,39782,455789,389925,203383,186542,250137,139788,314599,605435,6736,4238,260,61,687,4576,62372,554,6447,218021,9774,227795,398176,295655,693831,419531,181841,102522,26743,1291,7979,25956,13765,12242,9945,Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,1001.9834447718612,53.754591752729496
454,MADHYA PRADESH,1054905,525272,529633,604962,348033,256929,48425,610528,559649,300235,259414,325159,234490,495256,849518,16558,12450,436,297,1789,18413,143803,912,9042,279674,37258,316932,623632,376944,1000576,614794,278553,160510,80798,2246,19880,51683,40591,41648,33217,Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,1008.3023652507652,57.347533664168814
455,MADHYA PRADESH,2090922,1064468,1026454,1294198,731294,562904,232244,769778,957984,582263,375721,673845,284139,1132938,1923920,100692,4893,2258,24471,7830,73284,344875,3588,20034,413142,140802,553944,1353819,663446,2017265,1232263,535316,321977,158956,8235,75332,150476,138316,245014,111901,Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,964.2882641845504,61.89604394616346
456,MADHYA PRADESH,1379131,695879,683252,864194,485341,378853,130797,519856,684434,394660,289774,397575,286859,694697,1145052,79739,1857,360,7288,4982,26893,228695,1182,10417,335045,47542,382587,879546,458811,1338357,809922,363037,205237,140883,4048,37873,84804,66919,112129,68267,Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,981.8546040331724,62.66221265420037
457,MADHYA PRADESH,1701698,842178,859520,1147623,626468,521155,125426,383026,893014,488610,404404,530506,362508,808684,1519384,38542,5295,1050,72162,4778,27283,277927,1712,13306,400074,70793,470867,1215160,493415,1708575,969773,453605,276799,252422,4045,46168,100910,82475,178778,73522,Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,1020.5918463792689,67.43987476038639
458,MADHYA PRADESH,1241519,649362,592157,653980,400537,253443,193115,190819,514897,335454,179443,353671,161226,726622,1172248,49203,1208,3271,529,13474,34184,144248,2482,11740,212765,72320,285085,618849,578034,1196883,793150,285176,162104,76571,5968,43568,120895,80642,118411,47903,Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,911.9058398859188,52.67579473209834
459,MADHYA PRADESH,845071,443837,401234,469109,290304,178805,175764,82072,315270,231829,83441,241288,73982,529801,778214,40707,635,8009,1352,15094,15886,84720,619,6016,169606,37135,206741,435809,359525,795334,535410,194772,114131,43637,2373,23638,81251,42898,87957,26227,Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,904.0120584809288,55.51119373401762
460,MADHYA PRADESH,1066063,540021,526042,604194,348761,255433,89733,476008,493057,292402,200655,240811,252246,573006,997073,42426,2372,912,268,1737,24255,113184,1733,10817,233594,57846,291440,637863,422736,1060599,645619,269145,150655,132313,3819,29839,72253,45685,45831,43590,Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,974.1139696419214,56.67526215617651
461,MADHYA PRADESH,749237,379114,370123,436595,254120,182475,74385,358543,346471,207401,139070,227040,119431,402766,686524,21473,2132,606,86,1653,23388,81338,1290,7266,147388,60325,207713,458365,271733,730098,444954,193520,109813,84977,2895,29063,57032,41067,35107,29828,Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,976.2841783737873,58.27194866243926
462,MADHYA PRADESH,1127033,575912,551121,600785,353030,247755,130202,313304,461760,284289,177471,275482,186278,665273,1077545,34419,511,128,92,93,9569,102228,837,10790,250953,25916,276869,661238,477472,1138710,721531,253685,150959,90963,3320,18017,82709,26502,27536,17833,Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,956.9534928947478,53.306779836970165
464,MADHYA PRADESH,1025048,515023,510025,352081,214582,137499,17427,891818,515121,265489,249632,370641,144480,509927,960925,15733,38423,141,65,8871,16683,125411,744,5591,211080,24713,235793,307994,775664,1083658,684200,220769,119681,31319,2215,20076,60130,22470,46247,24293,Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,990.2955790323928,34.34775737331325
467,MADHYA PRADESH,757847,388504,369343,408679,233073,175606,64254,230095,328339,211925,116414,274900,53439,429508,552526,180840,1199,1074,19883,1884,40478,112420,986,5058,115979,62861,178840,429454,317962,747416,469838,181605,106034,37369,2142,22453,55999,58527,110403,50613,Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,950.6800444783065,53.92632022030832
468,GUJARAT,2092371,1096737,995634,1252319,739239,513080,258859,24228,776228,624704,151524,686937,89291,1316143,1608921,442355,6192,6353,490,25312,140067,403294,9631,31961,488293,250982,739275,1150801,581952,1732753,1278604,524052,286086,83904,28788,140540,339331,250397,329920,280257,Gujarat,Kachchh,23.48057203301311,68.82192301497916,907.8147267758816,59.851670664523645
469,GUJARAT,3120506,1610379,1510127,1704923,1048402,656521,327460,284155,1248600,836268,412332,1012080,236520,1871906,2890305,213505,1686,486,281,12659,84832,396873,3424,23149,666773,137424,804197,1799274,1207376,3006650,1984701,738412,394793,75914,22723,68665,369986,144792,229091,146022,Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,937.7463317641375,54.63610709288814
470,GUJARAT,1343734,694397,649337,837913,494631,343282,123408,13303,554830,383074,171756,446240,108590,788904,1194745,142797,916,337,66,3602,66310,223424,2231,12870,301483,102655,404138,856932,452891,1309823,786357,341381,213465,66270,7802,41235,176829,108006,157715,123977,Gujarat,Patan,23.80634198473284,71.75162977099237,935.1091666582661,62.3570587631183
471,GUJARAT,2035064,1056520,978544,1502645,847499,655146,162288,9392,812064,588699,223365,698768,113296,1223000,1885732,136431,1954,1082,146,7087,180985,385609,7759,33731,476005,183738,659743,1474304,434497,1908801,1119451,554432,357578,143818,25163,119579,301436,245131,290574,232825,Gujarat,Mahesana,23.529355452865065,72.45545194085031,926.1954340665582,73.83772697074883
472,GUJARAT,2428589,1244231,1184358,1578734,918625,660109,187685,542156,1084878,681435,403443,795096,289782,1343711,2260560,148563,6375,614,168,11110,99037,438606,5262,25425,544024,121509,665533,1691327,665058,2356385,1393131,630963,400905,112045,22379,122399,269423,180909,231094,182583,Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,951.8795143345569,65.00622377849854
473,GUJARAT,1391753,723864,667889,1030494,582686,447808,108608,18204,534976,408075,126901,451951,83025,856777,1319586,57273,3237,1985,497,6405,132683,262539,12107,33662,237624,195634,433258,1049555,246993,1296548,769329,391862,224886,121735,26385,106981,204833,178594,193174,171166,Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,922.6719383751644,74.04287973512541
474,GUJARAT,7214225,3788051,3426174,5435760,3025463,2410297,759483,89138,2594952,2127547,467405,2332409,262543,4619273,6042416,883238,50754,14542,4518,209287,965017,1456046,126341,273651,353169,1845383,2198552,5805299,1129562,6934861,3952858,2043895,1198152,680535,174812,692591,1196482,1159650,1295122,1241055,Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,904.4688152297844,75.34780243200066
475,GUJARAT,1756268,909917,846351,1093626,643221,450405,179461,21453,723500,504038,219462,586364,137136,1032768,1620282,109681,1419,512,312,22992,77857,302068,2975,15309,340788,159810,500598,1189959,493427,1683386,1033435,439352,280582,135074,10088,99436,246026,177591,192991,120741,Gujarat,Surendranagar,22.82672007299272,71.48358740875906,930.1408809814523,62.269881362070024
